CWNS_NUMBER,PRES_RES_RECEIVING_COLLCTN,PRES_RES_UPSTREAM,PRES_RES_TOTAL_RECEIVNG_TRMT,PRES_RES_DOWNSTREAM,PRES_RES_ACTUAL_RECEIVNG_TRMT,PRES_RES_ONSITE_WTS,PRES_RES_ONSITE_WTS_UNITS,PRES_RES_ONSITE_WTS_POP_P_UT,PRES_RES_CLUSTER,PRES_RES_CLUSTER_UNITS,PRES_RES_CLUSTER_POP_P_UT,PRES_N_RES_RECEIVING_COLLCTN,PRES_N_RES_UPSTREAM,PRES_N_RES_TOTAL_RECEIVNG_TRMT,PRES_N_RES_DOWNSTREAM,PRES_N_RES_ACTUAL_RECEVNG_TRMT,PRES_N_RES_ONSITE_WTS,PRES_N_RES_ONSITE_WTS_UNITS,PRES_N_RES_ONSITE_WTS_POP_P_UT,PRES_N_RES_CLUSTER,PRES_N_RES_CLUSTER_UNITS,PRES_N_RES_CLUSTER_POP_P_UT,PROJ_RES_RECEIVING_COLLCTN,PROJ_RES_REC_COLLCTN_YEAR,PROJ_RES_UPSTREAM,PROJ_RES_TOTAL_RECEIVNG_TRMT,PROJ_RES_DOWNSTREAM,PROJ_RES_ACTUAL_RECEIVNG_TRMT,PROJ_RES_ONSITE_WTS,PROJ_RES_ONSITE_WTS_UNITS,PROJ_RES_ONSITE_WTS_POP_P_UT,PROJ_RES_ONSITE_WTS_YEAR,PROJ_RES_CLUSTER,PROJ_RES_CLUSTER_UNITS,PROJ_RES_CLUSTER_POP_P_UT,PROJ_RES_CLUSTER_YEAR,PROJ_N_RES_RECEIVING_COLLCTN,PROJ_N_RES_REC_COLLCTN_YEAR,PROJ_N_RES_UPSTREAM,PROJ_N_RES_TOTAL_RECEIVNG_TRMT,PROJ_N_RES_DOWNSTREAM,PROJ_N_RES_ACTUAL_RECEVNG_TRMT,PROJ_N_RES_ONSITE_WTS,PROJ_N_RES_ONSITE_WTS_UNITS,PROJ_N_RES_ONSITE_WTS_POP_P_UT,PROJ_N_RES_ONSITE_WTS_YEAR,PROJ_N_RES_CLUSTER,PROJ_N_RES_CLUSTER_UNITS,PROJ_N_RES_CLUSTER_POP_P_UT,PROJ_N_RES_CLUSTER_YEAR
"47000865001",1861,,1861,0,1861,146,60,2.44,,,,,,,,,,,,,,,2065,2015,,2065,0,2065,98,40,2.44,2015,,,,,,,,,,,,,,,,,,
"47000890001",4130,,4130,0,4130,197,78,2.51,,,,,,,,,,,,,,,5185,2026,,5185,5185,0,473,188,2.51,,,,,,,,,,,,,,,,,,,
"47000900002",10905,,10905,0,10905,,,,,,,,,,,,,,,,,,11825,2015,,11825,0,11825,,,,,,,,,,,,,,,,,,,,,,
"47000905002",24107,16316,40423,0,40423,243,100,2.43,,,,,,,,,,,,,,,28930,2010,19056,47986,0,47986,182,75,2.43,2016,,,,,,,,,,,,,,,,,,
"47000920001",805,,805,0,805,200,79,2.53,,,,,,,,,,,,,,,900,2028,,900,0,900,200,79,2.53,2028,,,,,,,,,,,,,,,,,,
"47000925001",1300,,1300,0,1300,516,197,2.62,,,,,,,,,,,,,,,1600,2016,,1600,0,1600,600,229,2.62,2016,,,,,,,,,,,,,,,,,,
"47000930002",974,,974,974,0,,,,,,,,,,,,,,,,,,1015,2015,,1015,1015,0,,,,,,,,,,,,,,,,,,,,,,
"47000940001",333148,,333148,0,333148,25540,9823,2.6,,,,,,,,,,,,,,,840956,2032,,840956,0,840956,25540,9823,2.6,,,,,,,,,,,,,,,,,,,
"47000942001",,,,,,680,281,2.42,,,,,,,,,,,,,,,,,,,,,758,313,2.42,2015,,,,,,,,,,,,,,,,,,
"47000945001",700,,700,0,700,,,,,,,,,,,,,,,,,,800,2016,,800,0,800,,,,,,,,,,,,,,,,,,,,,,
"47000955001",12000,500,12500,0,12500,1300,500,2.6,,,,,,,,,,,,,,,18000,2016,650,18650,0,18650,650,250,2.6,2016,,,,,,,,,,,,,,,,,,
"47000957001",,,,,,446,181,2.47,,,,,,,,,,,,,,,,,,,,,486,197,2.47,2015,,,,,,,,,,,,,,,,,,
"47000975001",1000,,1000,0,1000,625,253,2.47,,,,,,,,,,,,,,,2000,2016,,2000,0,2000,575,233,2.47,,,,,,,,,,,,,,,,,,,
"47000995001",3100,,3100,0,3100,,,,,,,,,,,,,,,,,,4500,2015,,4500,0,4500,,,,,,,,,,,,,,,,,,,,,,
"47000996001",3260,,3260,0,3260,,,,,,,,,,,,,,,,,,5527,,,5527,0,5527,,,,,,,,,,,,,,,,,,,,,,
"47001005001",5806,9339,15145,0,15145,2072,745,2.78,,,,,270,270,0,270,,,,,,,7000,2028,13540,20540,0,20540,1393,501,2.78,,,,,,,,4367,4367,0,4367,,,,,,,,
"47001010002",110000,,110000,0,110000,,,,,,,,,,,,,,,,,,198000,2032,,198000,0,198000,,,,,,,,,,,,,,,,,,,,,,
"47001016006",35125,31301,66426,0,66426,,,,,,,,,,,,,,,,,,35125,,39547,74672,0,74672,,,,,,,,,,,,,,,,,,,,,,
"47001020001",2574,,2574,0,2574,414,166,2.49,,,,,,,,,,,,,,,2754,2010,,2754,0,2754,442,178,2.49,2010,,,,,,,,,,,,,,,,,,
"47001025001",1200,,1200,0,1200,854,350,2.44,,,,,,,,,,,,,,,2500,2028,,2500,0,2500,854,350,2.44,2015,,,,,,,,,,,,,,,,,,
"47001075001",3169,,3169,0,3169,13,5,2.71,,,,,,,,,,,,,,,5500,2016,,5500,0,5500,20,7,2.71,,,,,,,,,,,,,,,,,,,
"47001080001",29750,,29750,0,29750,1387,585,2.37,,,,,,,,,,,,,,,35000,2026,,35000,0,35000,1411,595,2.37,,,,,,,,,,,,,,,,,,,
"47001080003",3200,,3200,0,3200,,,,,,,,,,,,,,,,,,5000,2032,,5000,0,5000,,,,,,,,,,,,,,,,,,,,,,
"47001090001",3300,,3300,0,3300,500,207,2.42,,,,,,,,,,,,,,,3520,2028,,3520,0,3520,200,83,2.42,,,,,,,,,,,,,,,,,,,
"47001091001",3426,300,3726,0,3726,200,78,2.55,,,,,,,,,,,,,,,4369,2015,350,4719,0,4719,225,88,2.55,,,,,,,,,,,,,,,,,,,
"47001115001",,,,,,272,111,2.44,,,,,,,,,,,,,,,,,,,,,316,130,2.44,2015,,,,,,,,,,,,,,,,,,
"29001019001",21518,,21518,21518,0,,,,,,,,,,,,,,,,,,28355,,,28355,28355,0,,,,,,,,,,,,,,,,,,,,,,
"29001019002",6558,,6558,6558,0,,,,,,,,,,,,,,,,,,7750,,,7750,7750,0,,,,,,,,,,,,,,,,,,,,,,
"29001020002",1590,630,2220,0,2220,,,,,,,,,,,,,,,,,,2700,,634,3334,0,3334,,,,,,,,,,,,,,,,,,,,,,
"29001020003",1500,,1500,0,1500,,,,,,,,,,,,,,,,,,2519,,,2519,0,2519,,,,,,,,,,,,,,,,,,,,,,
"29001021002",33952,,33952,0,33952,,,,,,,2000,,2000,0,2000,,,,,,,39395,,,39395,0,39395,,,,,,,,,5000,,,5000,0,5000,,,,,,,,
"29001022001",74300,,74300,0,74300,,,,,,,11000,,11000,0,11000,,,,,,,79600,,,79600,0,79600,,,,,,,,,16000,,,16000,0,16000,,,,,,,,
"29001022002",,,,,,,,,,,,130,,130,0,130,,,,,,,,,,,,,,,,,,,,,610,,,610,0,610,,,,,,,,
"29001023002",502506,,502506,0,502506,,,,,,,71832,,71832,0,71832,,,,,,,450266,,,450266,0,450266,,,,,,,,,322600,,,322600,0,322600,,,,,,,,
"29001023003",128078,,128078,0,128078,6587,2667,2.47,,,,22902,,22902,0,22902,,,,,,,151950,,,151950,0,151950,5466,2213,2.47,,,,,,102500,,,102500,0,102500,,,,,,,,
"29001023005",34800,13500,48300,0,48300,,,,,,,10964,4728,15692,0,15692,,,,,,,68457,,48288,116745,0,116745,,,,,,,,,11227,,4846,16073,0,16073,,,,,,,,
"29001023018",70621,,70621,0,70621,40,16,2.47,,,,16065,,16065,0,16065,,,,,,,57528,,,57528,0,57528,,,2.47,,,,,,16065,,,16065,0,16065,,,,,,,,
"29001023500",,,,,,,,,,,,500,,500,0,500,,,,,,,,,,,,,,,,,,,,,599,,,599,0,599,,,,,,,,
"29001024005",6418,,6418,0,6418,,,,,,,500,,500,0,500,,,,,,,6430,,,6430,0,6430,,,,,,,,,1000,,,1000,0,1000,,,,,,,,
"29001025001",15318,,15318,0,15318,,,,,,,,,,,,,,,,,,15318,,,15318,0,15318,,,,,,,,,,,,,,,,,,,,,,
"29001026001",130740,7948,138688,0,138688,,,,,,,44000,547,44547,0,44547,,,,,,,132000,,8814,140814,0,140814,,,,,,,,,60000,,994,60994,0,60994,,,,,,,,
"29001027002",6400,174,6574,0,6574,,,,,,,,,,,,,,,,,,6835,,644,7479,0,7479,,,,,,,,,,,,,,,,,,,,,,
"29001029001",8186,,8186,0,8186,,,,,,,,,,,,,,,,,,10264,2025,,10264,0,10264,,,,,,,,,,,,,,,,,,,,,,
"29001031001",13158,,13158,0,13158,,,,,,,,,,,,,,,,,,13727,,,13727,0,13727,,,,,,,,,2990,,,2990,0,2990,,,,,,,,
"29001031100",,,,,,,,,,,,24,,24,0,24,,,,,,,,,,,,,,,,,,,,,24,,,24,0,24,,,,,,,,
"29001032001",8968,,8968,0,8968,,,,,,,,,,,,,,,,,,7676,,,7676,0,7676,,,,,,,,,,,,,,,,,,,,,,
"29001033001",7508,,7508,0,7508,,,,,,,,,,,,,,,,,,8247,,,8247,0,8247,,,,,,,,,,,,,,,,,,,,,,
"29001034001",1583,,1583,0,1583,,,,,,,,,,,,,,,,,,1583,,,1583,0,1583,,,,,,,,,,,,,,,,,,,,,,
"29001035001",4410,,4410,0,4410,230,86,2.66,,,,,,,,,,,,,,,5309,,,5309,0,5309,207,78,2.66,,,,,,,,,,,,,,,,,,,
"29001036003",900,,900,0,900,,,,,,,,,,,,,,,,,,2300,,522,2822,0,2822,,,,,,,,,,,,,,,,,,,,,,
"29001037001",2233,,2233,0,2233,,,,,,,,,,,,,,,,,,2233,,,2233,0,2233,,,,,,,,,,,,,,,,,,,,,,
"29001038001",2739,626,3365,0,3365,,,,,,,,,,,,,,,,,,2739,,626,3365,0,3365,,,,,,,,,,,,,,,,,,,,,,
"29001040001",2377,,2377,0,2377,2,1,2.46,,,,858,,858,0,858,66,27,2.46,,,,2377,,,2377,0,2377,2,1,2.46,2008,,,,,1000,,,1000,0,1000,66,27,27,2008,,,,
"29001041001",3185,,3185,0,3185,76,30,2.5,,,,1960,,1960,0,1960,,,,,,,3422,,,3422,0,3422,65,26,2.5,,,,,,2200,,,2200,0,2200,,,,,,,,
"29001042001",2184,,2184,0,2184,,,,,,,1182,,1182,0,1182,,,,,,,2323,,,2323,0,2323,,,,,,,,,1911,,,1911,0,1911,,,,,,,,
"29001043001",1704,,1704,0,1704,,,,,,,,,,,,,,,,,,1704,,,1704,0,1704,,,,,,,,,,,,,,,,,,,,,,
"29001045001",2510,,2510,0,2510,,,,,,,200,,200,0,200,,,,,,,2111,,,2111,0,2111,,,,,,,,,250,,,250,0,250,,,,,,,,
"29001048001",1885,,1885,0,1885,72,30,2.42,,,,,,,,,,,,,,,1894,,,1894,0,1894,63,26,2.42,,,,,,,,,,,,,,,,,,,
"29001049001",1176,,1176,0,1176,,,,,,,,,,,,,,,,,,1176,,,1176,0,1176,,,,,,,,,,,,,,,,,,,,,,
"29001051001",1933,,1933,0,1933,,,,,,,,,,,,,,,,,,2250,,,2250,0,2250,,,,,,,,,,,,,,,,,,,,,,
"29001053001",3990,,3990,0,3990,,,,,,,1000,,1000,0,1000,,,,,,,4565,,,4565,0,4565,,,,,,,,,1500,,,1500,0,1500,,,,,,,,
"29001054001",3851,,3851,3851,0,989,428,2.31,,,,12000,,12000,12000,0,,,,,,,4500,,,4500,4500,0,829,359,2.31,,,,,,30000,,,30000,30000,0,,,,,,,,
"29001055001",940,,940,0,940,33,13,2.48,,,,200,,200,0,200,31,13,2.48,,,,973,,,973,0,973,,,2.48,,,,,,250,,,250,0,250,,,,,,,,
"05000678001",,,,,,519,202,2.57,,,,,,,,,,,,,,,,,,,,,550,214,2.57,2030,,,,,,,,,,,,,,,,,,
"05000684001",,,,,,28,12,2.33,,,,,,,,,,,,,,,,,,,,,19,8,2.33,2030,,,,,,,,,,,,,,,,,,
"05000686001",,,,,,112,48,2.33,,,,,,,,,,,,,,,,,,,,,93,40,2.33,2030,,,,,,,,,,,,,,,,,,
"05000687001",,,,,,133,57,2.33,,,,,,,,,,,,,,,,,,,,,205,88,2.33,2030,,,,,,,,,,,,,,,,,,
"05000693001",8952,,8952,0,8952,,,,,,,,,,,,,,,,,,11000,2030,,11000,0,11000,,,,,,,,,,,,,,,,,,,,,,
"05000694001",812,,812,0,812,,,,,,,,,,,,,,,,,,1000,2030,,1000,0,1000,,,,,,,,,,,,,,,,,,,,,,
"05000696001",635,,635,0,635,,,,,,,,,,,,,,,,,,564,2030,,564,0,564,,,,,,,,,,,,,,,,,,,,,,
"05000697001",2289,,2289,0,2289,,,,,,,,,,,,,,,,,,4182,2030,,4182,0,4182,,,,,,,,,,,,,,,,,,,,,,
"05000698001",,,,,,326,131,2.49,,,,,,,,,,,,,,,,,,,,,481,193,2.49,2030,,,,,,,,,,,,,,,,,,
"05000700001",,,,,,145,53,2.73,,,,,,,,,,,,,,,,,,,,,134,49,2.73,2030,,,,,,,,,,,,,,,,,,
"05000702001",160,,160,160,0,,,,,,,,,,,,,,,,,,122,2030,,122,122,0,,,,,,,,,,,,,,,,,,,,,,
"05000704001",739,,739,0,739,,,,,,,,,,,,,,,,,,898,2030,,898,0,898,,,,,,,,,,,,,,,,,,,,,,
"05000707001",1082,,1082,0,1082,,,,,,,,,,,,,,,,,,1755,2030,,1755,0,1755,,,,,,,,,,,,,,,,,,,,,,
"05000711001",,,,,,75,32,2.34,,,,,,,,,,,,,,,,,,,,,82,35,2.34,2030,,,,,,,,,,,,,,,,,,
"05000712001",,,,,,174,73,2.38,,,,,,,,,,,,,,,,,,,,,193,81,2.38,2030,,,,,,,,,,,,,,,,,,
"21000001001",134424,,134424,0,134424,,,,,,,,,,,,,,,,,,200000,,,200000,0,200000,,,,,,,,,,,,,,,,,,,,,,
"21000013001",650,,650,0,650,,,,,,,,,,,,,,,,,,1218,2030,,1218,0,1218,,,,,,,,,,,,,,,,,,,,,,
"21000014001",35788,,35788,0,35788,,,,,,,,,,,,,,,,,,37695,2020,,37695,0,37695,,,,,,,,,,,,,,,,,,,,,,
"21000014002",31744,,31744,0,31744,,,,,,,,,,,,,,,,,,35658,2020,,35658,0,35658,,,,,,,,,,,,,,,,,,,,,,
"21000016001",18000,,18000,18000,0,,,,,,,,,,,,,,,,,,24000,,,24000,24000,0,,,,,,,,,,,,,,,,,,,,,,
"21000017001",4100,,4100,0,4100,,,,,,,,,,,,,,,,,,4100,,,4100,0,4100,,,,,,,,,,,,,,,,,,,,,,
"21000018001",9984,500,10484,0,10484,,,,,,,,,,,,,,,,,,26773,,600,27373,0,27373,,,,,,,,,,,,,,,,,,,,,,
"21000024001",29615,900,30515,0,30515,,,,,,,,,,,,,,,,,,32900,2030,900,33800,0,33800,,,,,,,,,,,,,,,,,,,,,,
"21000024002",1524,1553,3077,0,3077,,,,,,,,,,,,,,,,,,1538,2020,1809,3347,0,3347,,,,,,,,,,,,,,,,,,,,,,
"21000025001",550000,,550000,0,550000,,,,,,,,,,,,,,,,,,628457,2020,20000,648457,0,648457,,,,,,,,,,,,,,,,,,,,,,
"21000025002",25000,,25000,0,25000,,,,,,,,,,,,,,,,,,41774,2020,,41774,0,41774,,,,,,,,,,,,,,,,,,,,,,
"21000025011",105800,,105800,0,105800,,,,,,,,,,,,,,,,,,194300,2020,11800,206100,0,206100,,,,,,,,,,,,,,,,,,,,,,
"21000025012",11550,,11550,0,11550,,,,,,,,,,,,,,,,,,30000,2020,1200,31200,0,31200,,,,,,,,,,,,,,,,,,,,,,
"21000028001",20000,,20000,0,20000,,,,,,,,,,,,,,,,,,20000,,,20000,20000,0,,,,,,,,,,,,,,,,,,,,,,
"21000029001",3635,,3635,0,3635,,,,,,,,,,,,,,,,,,4418,2020,,4418,0,4418,,,,,,,,,,,,,,,,,,,,,,
"21000030001",33000,,33000,33000,0,,,,,,,,,,,,,,,,,,56659,2024,,56659,56659,0,,,,,,,,,,,,,,,,,,,,,,
"21000030004",,,,,,,,,,,,,,,,,,,,,,,575,,,575,575,0,,,,,,,,,,,,,,,,,,,,,,
"21000056001",335000,33000,368000,0,368000,,,,,,,,,,,,,,,,,,335000,,57234,392234,0,392234,,,,,,,,,,,,,,,,,,,,,,
"21000058001",699,,699,0,699,,,,,,,,,,,,,,,,,,699,,,699,0,699,,,,,,,,,,,,,,,,,,,,,,
"21000062001",735,,735,0,735,,,,,,,,,,,,,,,,,,806,,,806,0,806,,,,,,,,,,,,,,,,,,,,,,
"21000063002",18610,,18610,0,18610,,,,,,,,,,,,,,,,,,23540,2030,,23540,0,23540,,,,,,,,,,,,,,,,,,,,,,
"13000402001",10214,,10214,10214,0,,,,,,,,,,,,,,,,,,16449,,,16449,16449,0,,,,,,,,,,,,,,,,,,,,,,
"13000402002",6333,,6333,6333,0,,,,,,,,,,,,,,,,,,10758,,,10758,10758,0,,,,,,,,,,,,,,,,,,,,,,
"13000402003",,,,,,,,,,,,2400,,2400,2400,0,,,,,,,3045,,,3045,3045,0,,,,,,,,,,,,,,,,,,,,,,
"18001833001",7077,,7077,0,7077,,,,,,,,,,,,,,,,,,8722,,,8722,0,8722,,,,,,,,,,,,,,,,,,,,,,
"18002020002",19054,,19054,0,19054,,,,,,,,,,,,,,,,,,21386,,,21386,0,21386,,,,,,,,,,,,,,,,,,,,,,
"18002020003",53800,,53800,0,53800,,,,,,,,,,,,,,,,,,53800,,,53800,0,53800,,,,,,,,,,,,,,,,,,,,,,
"18002030001",41500,,41500,0,41500,,,,,,,,,,,,,,,,,,41500,,,41500,0,41500,,,,,,,,,,,,,,,,,,,,,,
"18002060001",51874,4353,56227,0,56227,,,,,,,,,,,,,,,,,,51950,,4353,56303,0,56303,,,,,,,,,,,,,,,,,,,,,,
"18002100001",59900,,59900,0,59900,,,,,,,,,,,,,,,,,,59900,,,59900,0,59900,,,,,,,,,,,,,,,,,,,,,,
"18002110001",21607,479,22086,0,22086,,,,,,,,,,,,,,,,,,21607,,485,22092,0,22092,,,,,,,,,,,,,,,,,,,,,,
"18002180001",45000,200,45200,0,45200,,,,,,,,,,,,,,,,,,45000,,200,45200,0,45200,,,,,,,,,,,,,,,,,,,,,,
"16000107001",1983,,1983,0,1983,,,,,,,,,,,,,,,,,,1983,,,1983,0,1983,,,,,,,,,,,,,,,,,,,,,,
"16000109001",1319,,1319,0,1319,,,,,,,,,,,,,,,,,,1990,,,1990,0,1990,,,,,,,,,,,,,,,,,,,,,,
"16000110001",14206,,14206,0,14206,,,,,,,,,,,,,,,,,,30070,2030,,30070,0,30070,,,,,,,,,,,,,,,,,,,,,,
"16000111001",6557,,6557,0,6557,,,,,,,,,,,,,,,,,,30000,,,30000,0,30000,,,,,,,,,,,,,,,,,,,,,,
"16000112001",1031,,1031,0,1031,,,,,,,276,,276,0,276,,,,,,,1463,2025,,1463,0,1463,,,,,,,,,276,,,276,0,276,,,,,,,,
"16000113001",1538,,1538,0,1538,,,,,,,,,,,,,,,,,,1943,,,1943,0,1943,,,,,,,,,,,,,,,,,,,,,,
"16000117001",2991,890,3881,0,3881,,,,,,,6390,2078,8468,0,8468,,,,,,,6610,2023,894,7504,0,7504,,,,,,,,,12230,2023,2681,14911,0,14911,,,,,,,,
"16000119001",,,,,,170,68,2.5,,,,,,,,,,,,,,,,,,,,,218,87,2.5,,,,,,,,,,,,,,,,,,,
"16000120001",5507,,5507,0,5507,,,,,,,,,,,,,,,,,,6300,2030,,6300,0,6300,,,,,,,,,,,,,,,,,,,,,,
"16000124001",3316,1521,4837,0,4837,,,,,,,4704,7542,12246,0,12246,,,,,,,4321,2028,2389,6710,0,6710,,,,,,,,,5073,2028,10628,15701,0,15701,,,,,,,,
"16000125001",416,,416,0,416,,,,,,,,,,,,,,,,,,549,2029,,549,0,549,,,,,,,,,,,,,,,,,,,,,,
"16000131001",872,,872,0,872,,,,,,,,,,,,,,,,,,1000,2021,,1000,0,1000,,,,,,,,,,,,,,,,,,,,,,
"16000134001",10890,,10890,0,10890,,,,,,,,,,,,,,,,,,14000,,,14000,0,14000,,,,,,,,,,,,,,,,,,,,,,
"16000136001",3089,,3089,0,3089,,,,,,,,,,,,,,,,,,5026,2025,,5026,0,5026,,,,,,,,,,,,,,,,,,,,,,
"16000139001",5554,,5554,0,5554,,,,,,,,,,,,,,,,,,7373,2022,,7373,0,7373,,,,,,,,,,,,,,,,,,,,,,
"16000140001",4122,,4122,0,4122,,,,,,,,,,,,,,,,,,5022,2023,,5022,0,5022,,,,,,,,,,,,,,,,,,,,,,
"16000142001",2508,,2508,0,2508,,,,,,,,,,,,,,,,,,2929,2028,,2929,0,2929,,,,,,,,,,,,,,,,,,,,,,
"16000143001",1144,,1144,0,1144,,,,,,,,,,,,,,,,,,1295,,,1295,0,1295,,,,,,,,,,,,,,,,,,,,,,
"16000147001",854,,854,0,854,,,,,,,,,,,,,,,,,,1177,,,1177,0,1177,,,,,,,,,,,,,,,,,,,,,,
"16000148001",809,,809,0,809,,,,,,,,,,,,,,,,,,901,,,901,0,901,,,,,,,,,,,,,,,,,,,,,,
"16000151001",1994,,1994,0,1994,,,,,,,,,,,,,,,,,,2576,2021,,2576,0,2576,,,,,,,,,,,,,,,,,,,,,,
"16000152001",11899,2223,14122,0,14122,,,,,,,,,,,,,,,,,,11899,,2223,14122,0,14122,,,,,,,,,,,,,,,,,,,,,,
"16000155001",4409,13816,18225,0,18225,,,,,,,,,,,,,,,,,,4312,2020,15300,19612,0,19612,,,,,,,,,,,,,,,,,,,,,,
"16000156001",13816,,13816,13816,0,,,,,,,,,,,,,,,,,,15300,2020,,15300,15300,0,,,,,,,,,,,,,,,,,,,,,,
"16000157001",995,,995,0,995,,,,,,,,,,,,,,,,,,1036,,,1036,0,1036,,,,,,,,,,,,,,,,,,,,,,
"16000158001",245,,245,0,245,,,,,,,,,,,,,,,,,,258,2031,,258,0,258,,,,,,,,,,,,,,,,,,,,,,
"16000161001",677,,677,0,677,,,,,,,,,,,,,,,,,,997,,,997,0,997,,,,,,,,,,,,,,,,,,,,,,
"16000162001",649,,649,0,649,,,,,,,,,,,,,,,,,,649,,,649,0,649,,,,,,,,,,,,,,,,,,,,,,
"16000163001",517,,517,0,517,,,,,,,,,,,,,,,,,,900,,,900,0,900,,,,,,,,,,,,,,,,,,,,,,
"16000165001",5204,,5204,0,5204,,,,,,,,,,,,,,,,,,7598,2030,,7598,0,7598,,,,,,,,,,,,,,,,,,,,,,
"16000168001",305,,305,305,0,,,,,,,,,,,,,,,,,,355,,,355,355,0,,,,,,,,,,,,,,,,,,,,,,
"16000169001",735,,735,735,0,,,,,,,,,,,,,,,,,,735,,,735,735,0,,,,,,,,,,,,,,,,,,,,,,
"16000170001",741,,741,0,741,,,,,,,,,,,,,,,,,,1341,2025,888,2229,0,2229,,,,,,,,,,,,,,,,,,,,,,
"16000172001",580,,580,0,580,,,,,,,,,,,,,,,,,,800,2028,,800,0,800,,,,,,,,,,,,,,,,,,,,,,
"16000175001",4457,,4457,0,4457,,,,,,,,,,,,,,,,,,5855,2028,,5855,0,5855,,,,,,,,,,,,,,,,,,,,,,
"16000178001",1514,,1514,1514,0,,,,,,,,,,,,,,,,,,1600,,,1600,1600,0,,,,,,,,,,,,,,,,,,,,,,
"16000179001",826,,826,826,0,,,,,,,,,,,,,,,,,,1000,,,1000,1000,0,,,,,,,,,,,,,,,,,,,,,,
"16000180001",111,,111,0,111,,,,,,,334,,334,0,334,,,,,,,204,,,204,0,204,,,,,,,,,550,,,550,0,550,,,,,,,,
"16000181001",718,,718,0,718,,,,,,,,,,,,,,,,,,1037,,,1037,0,1037,,,,,,,,,,,,,,,,,,,,,,
"16000183001",,,,,,531,231,2.3,,,,,,,,,,,,,,,,,,,,,531,231,2.3,,,,,,,,,,,,,,,,,,,
"16000185001",,18142,18142,0,18142,,,,,,,,295,295,0,295,,,,,,,,,25858,25858,0,25858,,,,,,,,,,,295,295,0,295,,,,,,,,
"16000186001",203,,203,0,203,,,,,,,,,,,,,,,,,,315,,,315,0,315,,,,,,,,,,,,,,,,,,,,,,
"16000187001",1945,,1945,0,1945,,,,,,,,,,,,,,,,,,2372,2014,,2372,0,2372,,,,,,,,,,,,,,,,,,,,,,
"16000188001",4848,,4848,4848,0,,,,,,,,,,,,,,,,,,6340,2025,,6340,6340,0,,,,,,,,,,,,,,,,,,,,,,
"16000190001",,,,,,198,86,2.3,,,,,,,,,,,,,,,,,,,,,219,95,2.3,,,,,,,,,,,,,,,,,,,
"16000191001",360,,360,0,360,,,,,,,,,,,,,,,,,,1000,,,1000,0,1000,,,,,,,,,,,,,,,,,,,,,,
"21000388001",,,,,,,,,,,,,,,,,,,,,,,300,,,300,300,0,,,,,,,,,,,,,,,,,,,,,,
"21000390001",841,,841,0,841,,,,,,,,,,,,,,,,,,841,,,841,0,841,,,,,,,,,,,,,,,,,,,,,,
"21000391001",,,,,,,,,414,169,2.45,,,,,,,,,,,,,,,,,,,,,,515,210,2.45,,,,,,,,,,,,,,,
"21000392001",872,,872,0,872,,,,,,,,,,,,,,,,,,901,,,901,0,901,,,,,,,,,,,,,,,,,,,,,,
"21000397001",,,,,,,,,190,77,2.47,,,,,,,,,,,,,,,,,,,,,,314,127,2.47,2013,,,,,,,,,,,,,,
"21000399001",500,,500,0,500,,,,,,,,,,,,,,,,,,1300,,,1300,0,1300,,,,,,,,,,,,,,,,,,,,,,
"19000506001",257,,257,0,257,,,,,,,,,,,,,,,,,,448,,,448,0,448,,,,,,,,,,,,,,,,,,,,,,
"19000507001",,,,,,96,38,2.52,,,,,,,,,,,,,,,,,,,,,96,38,2.52,,,,,,,,,,,,,,,,,,,
"19000509001",320,,320,0,320,,,,,,,,,,,,,,,,,,383,,,383,0,383,,,,,,,,,,,,,,,,,,,,,,
"19000510001",292,,292,0,292,,,,,,,,,,,,,,,,,,485,,,485,0,485,,,,,,,,,,,,,,,,,,,,,,
"19000511001",308,,308,0,308,,,,,,,,,,,,,,,,,,340,2008,,340,0,340,,,,,,,,,,,,,,,,,,,,,,
"19000512001",,,,,,139,55,2.54,,,,,,,,,,,,,,,,,,,,,302,119,2.54,,,,,,,,,,,,,,,,,,,
"19000513001",871,,871,0,871,,,,,,,100,,100,0,100,,,,,,,1269,2025,,1269,0,1269,,,,,,,,,150,2025,,150,0,150,,,,,,,,
"19000514001",,,,,,147,60,2.47,,,,,,,,,,,,,,,,,,,,,234,95,2.47,,,,,,,,,,,,,,,,,,,
"19000515001",246,,246,0,246,,,,,,,,,,,,,,,,,,300,,,300,0,300,,,,,,,,,,,,,,,,,,,,,,
"19000515101",2037,,2037,0,2037,,,,,,,800,,800,0,800,,,,,,,3600,2025,,3600,0,3600,,,,,,,,,1044,2025,,1044,0,1044,,,,,,,,
"19000516001",113,,113,0,113,,,,,,,,,,,,,,,,,,142,,,142,0,142,,,,,,,,,,,,,,,,,,,,,,
"19000518001",,,,,,203,81,2.51,,,,,,,,,,,,,,,,,,,,,203,81,2.51,,,,,,,,,,,,,,,,,,,
"19000521001",,,,,,36,15,2.37,,,,,,,,,,,,,,,,,,,,,45,19,2.37,,,,,,,,,,,,,,,,,,,
"19000526001",1484,,1484,0,1484,,,,,,,,,,,,,,,,,,1741,,,1741,0,1741,,,,,,,,,,,,,,,,,,,,,,
"19000527001",1844,,1844,0,1844,,,,,,,,,,,,,,,,,,2321,,,2321,0,2321,,,,,,,,,,,,,,,,,,,,,,
